guid/image,y1,x1,y2,x2
effc00fc-f301-4971-bb8a-de2261a1db25/0138,416,529,452,562
effc00fc-f301-4971-bb8a-de2261a1db25/0076,392,1082,429,1209
effc00fc-f301-4971-bb8a-de2261a1db25/0047,410,827,452,895
effc00fc-f301-4971-bb8a-de2261a1db25/0125,384,616,473,848
effc00fc-f301-4971-bb8a-de2261a1db25/0017,269,0,915,622
effc00fc-f301-4971-bb8a-de2261a1db25/0058,338,5,489,226
effc00fc-f301-4971-bb8a-de2261a1db25/0033,383,579,410,611
effc00fc-f301-4971-bb8a-de2261a1db25/0078,386,357,432,416
effc00fc-f301-4971-bb8a-de2261a1db25/0075,393,1098,432,1208
effc00fc-f301-4971-bb8a-de2261a1db25/0093,415,966,456,1008
effc00fc-f301-4971-bb8a-de2261a1db25/0030,419,1126,462,1174
effc00fc-f301-4971-bb8a-de2261a1db25/0000,398,814,467,877
effc00fc-f301-4971-bb8a-de2261a1db25/0131,409,676,459,726
effc00fc-f301-4971-bb8a-de2261a1db25/0124,384,675,467,895
effc00fc-f301-4971-bb8a-de2261a1db25/0140,331,1081,383,1346
effc00fc-f301-4971-bb8a-de2261a1db25/0036,422,461,449,494
effc00fc-f301-4971-bb8a-de2261a1db25/0042,395,939,441,966
effc00fc-f301-4971-bb8a-de2261a1db25/0132,403,1710,474,1914
effc00fc-f301-4971-bb8a-de2261a1db25/0014,412,807,465,898
effc00fc-f301-4971-bb8a-de2261a1db25/0090,428,965,467,1013
effc00fc-f301-4971-bb8a-de2261a1db25/0062,418,890,449,931
effc00fc-f301-4971-bb8a-de2261a1db25/0113,405,1025,455,1147
effc00fc-f301-4971-bb8a-de2261a1db25/0045,315,20,571,280
effc00fc-f301-4971-bb8a-de2261a1db25/0098,426,958,495,1045
effc00fc-f301-4971-bb8a-de2261a1db25/0066,427,903,462,973
effc00fc-f301-4971-bb8a-de2261a1db25/0044,406,830,442,881
effc00fc-f301-4971-bb8a-de2261a1db25/0072,396,1084,436,1207
effc00fc-f301-4971-bb8a-de2261a1db25/0043,406,935,437,994
effc00fc-f301-4971-bb8a-de2261a1db25/0099,406,921,490,991
effc00fc-f301-4971-bb8a-de2261a1db25/0118,418,910,449,968
effc00fc-f301-4971-bb8a-de2261a1db25/0048,335,1777,371,1818
effc00fc-f301-4971-bb8a-de2261a1db25/0084,450,698,507,776
effc00fc-f301-4971-bb8a-de2261a1db25/0011,414,899,443,937
effc00fc-f301-4971-bb8a-de2261a1db25/0023,294,583,470,710
effc00fc-f301-4971-bb8a-de2261a1db25/0097,425,994,493,1069
effc00fc-f301-4971-bb8a-de2261a1db25/0092,400,1293,482,1391
effc00fc-f301-4971-bb8a-de2261a1db25/0088,347,0,761,627
effc00fc-f301-4971-bb8a-de2261a1db25/0006,405,1536,434,1576
effc00fc-f301-4971-bb8a-de2261a1db25/0082,392,361,439,424
effc00fc-f301-4971-bb8a-de2261a1db25/0116,406,818,433,876
effc00fc-f301-4971-bb8a-de2261a1db25/0010,410,748,450,864
effc00fc-f301-4971-bb8a-de2261a1db25/0106,401,0,898,765
effc00fc-f301-4971-bb8a-de2261a1db25/0060,344,1737,593,1914
effc00fc-f301-4971-bb8a-de2261a1db25/0081,408,331,449,396
effc00fc-f301-4971-bb8a-de2261a1db25/0135,426,220,462,298
effc00fc-f301-4971-bb8a-de2261a1db25/0029,423,1245,469,1294
effc00fc-f301-4971-bb8a-de2261a1db25/0053,407,554,491,746
effc00fc-f301-4971-bb8a-de2261a1db25/0055,390,708,498,930
effc00fc-f301-4971-bb8a-de2261a1db25/0105,419,164,701,946
effc00fc-f301-4971-bb8a-de2261a1db25/0035,396,541,429,569
effc00fc-f301-4971-bb8a-de2261a1db25/0016,362,572,533,829
effc00fc-f301-4971-bb8a-de2261a1db25/0120,417,1012,447,1067
effc00fc-f301-4971-bb8a-de2261a1db25/0018,442,1480,487,1558
effc00fc-f301-4971-bb8a-de2261a1db25/0136,413,193,522,427
effc00fc-f301-4971-bb8a-de2261a1db25/0094,398,1183,499,1286
effc00fc-f301-4971-bb8a-de2261a1db25/0050,392,431,450,610
effc00fc-f301-4971-bb8a-de2261a1db25/0020,442,1042,489,1104
effc00fc-f301-4971-bb8a-de2261a1db25/0024,332,537,470,691
effc00fc-f301-4971-bb8a-de2261a1db25/0123,417,824,453,894
effc00fc-f301-4971-bb8a-de2261a1db25/0019,443,1296,495,1381
effc00fc-f301-4971-bb8a-de2261a1db25/0009,413,1353,440,1396
effc00fc-f301-4971-bb8a-de2261a1db25/0121,421,992,455,1051
effc00fc-f301-4971-bb8a-de2261a1db25/0100,397,553,476,622
effc00fc-f301-4971-bb8a-de2261a1db25/0103,415,729,556,1102
effc00fc-f301-4971-bb8a-de2261a1db25/0085,404,702,506,822
effc00fc-f301-4971-bb8a-de2261a1db25/0005,426,918,505,1026
effc00fc-f301-4971-bb8a-de2261a1db25/0139,392,76,491,252
effc00fc-f301-4971-bb8a-de2261a1db25/0061,396,789,473,908
effc00fc-f301-4971-bb8a-de2261a1db25/0001,393,799,474,872
effc00fc-f301-4971-bb8a-de2261a1db25/0089,425,962,462,1010
effc00fc-f301-4971-bb8a-de2261a1db25/0012,415,880,450,927
72e86196-dd16-4d1a-8285-26057e0aea6a/0027,427,993,494,1075
72e86196-dd16-4d1a-8285-26057e0aea6a/0021,419,963,461,1023
72e86196-dd16-4d1a-8285-26057e0aea6a/0015,407,924,447,1005
72e86196-dd16-4d1a-8285-26057e0aea6a/0065,439,316,651,756
72e86196-dd16-4d1a-8285-26057e0aea6a/0003,467,0,562,71
72e86196-dd16-4d1a-8285-26057e0aea6a/0032,416,1086,482,1169
72e86196-dd16-4d1a-8285-26057e0aea6a/0046,438,44,547,126
72e86196-dd16-4d1a-8285-26057e0aea6a/0049,479,782,532,843
72e86196-dd16-4d1a-8285-26057e0aea6a/0052,371,684,528,811
72e86196-dd16-4d1a-8285-26057e0aea6a/0063,433,331,502,478
72e86196-dd16-4d1a-8285-26057e0aea6a/0040,391,1046,486,1248
72e86196-dd16-4d1a-8285-26057e0aea6a/0057,453,559,501,621
72e86196-dd16-4d1a-8285-26057e0aea6a/0039,324,1666,363,1714
72e86196-dd16-4d1a-8285-26057e0aea6a/0025,427,981,477,1053
72e86196-dd16-4d1a-8285-26057e0aea6a/0028,423,980,471,1068
72e86196-dd16-4d1a-8285-26057e0aea6a/0022,421,958,463,1025
72e86196-dd16-4d1a-8285-26057e0aea6a/0031,413,1055,486,1157
72e86196-dd16-4d1a-8285-26057e0aea6a/0008,621,788,708,1110
72e86196-dd16-4d1a-8285-26057e0aea6a/0059,426,482,471,550
72e86196-dd16-4d1a-8285-26057e0aea6a/0004,311,389,344,429
72e86196-dd16-4d1a-8285-26057e0aea6a/0051,397,721,512,820
72e86196-dd16-4d1a-8285-26057e0aea6a/0041,386,949,488,1177
72e86196-dd16-4d1a-8285-26057e0aea6a/0007,419,886,453,930
72e86196-dd16-4d1a-8285-26057e0aea6a/0038,404,1232,477,1381
72e86196-dd16-4d1a-8285-26057e0aea6a/0067,426,389,547,602
72e86196-dd16-4d1a-8285-26057e0aea6a/0037,427,1305,492,1446
72e86196-dd16-4d1a-8285-26057e0aea6a/0064,487,716,527,812
72e86196-dd16-4d1a-8285-26057e0aea6a/0054,246,402,558,781
72e86196-dd16-4d1a-8285-26057e0aea6a/0056,466,591,505,641
72e86196-dd16-4d1a-8285-26057e0aea6a/0002,421,793,675,1120
72e86196-dd16-4d1a-8285-26057e0aea6a/0013,425,920,462,969
72e86196-dd16-4d1a-8285-26057e0aea6a/0034,404,1459,515,1761
72e86196-dd16-4d1a-8285-26057e0aea6a/0026,418,997,467,1066
72e86196-dd16-4d1a-8285-26057e0aea6a/0047,484,811,529,857
72e86196-dd16-4d1a-8285-26057e0aea6a/0017,420,957,456,1014
72e86196-dd16-4d1a-8285-26057e0aea6a/0058,437,518,490,593
72e86196-dd16-4d1a-8285-26057e0aea6a/0033,398,1044,444,1098
72e86196-dd16-4d1a-8285-26057e0aea6a/0030,426,1020,482,1115
72e86196-dd16-4d1a-8285-26057e0aea6a/0000,377,704,738,1131
72e86196-dd16-4d1a-8285-26057e0aea6a/0036,422,1383,463,1454
72e86196-dd16-4d1a-8285-26057e0aea6a/0042,382,712,545,1047
72e86196-dd16-4d1a-8285-26057e0aea6a/0014,420,928,457,983
72e86196-dd16-4d1a-8285-26057e0aea6a/0062,412,343,498,542
72e86196-dd16-4d1a-8285-26057e0aea6a/0045,432,723,475,764
72e86196-dd16-4d1a-8285-26057e0aea6a/0066,461,510,511,578
72e86196-dd16-4d1a-8285-26057e0aea6a/0044,337,0,1052,785
72e86196-dd16-4d1a-8285-26057e0aea6a/0043,363,445,649,952
72e86196-dd16-4d1a-8285-26057e0aea6a/0048,484,797,532,853
72e86196-dd16-4d1a-8285-26057e0aea6a/0011,419,897,453,944
72e86196-dd16-4d1a-8285-26057e0aea6a/0023,420,960,463,1031
72e86196-dd16-4d1a-8285-26057e0aea6a/0006,420,881,457,930
72e86196-dd16-4d1a-8285-26057e0aea6a/0010,422,893,459,939
72e86196-dd16-4d1a-8285-26057e0aea6a/0060,410,400,473,607
72e86196-dd16-4d1a-8285-26057e0aea6a/0029,427,1112,489,1175
72e86196-dd16-4d1a-8285-26057e0aea6a/0053,337,613,517,805
72e86196-dd16-4d1a-8285-26057e0aea6a/0055,66,24,841,592
72e86196-dd16-4d1a-8285-26057e0aea6a/0035,401,1495,535,1785
72e86196-dd16-4d1a-8285-26057e0aea6a/0016,416,951,454,1007
72e86196-dd16-4d1a-8285-26057e0aea6a/0018,421,959,459,1015
72e86196-dd16-4d1a-8285-26057e0aea6a/0050,468,896,506,930
72e86196-dd16-4d1a-8285-26057e0aea6a/0020,424,965,463,1026
72e86196-dd16-4d1a-8285-26057e0aea6a/0024,420,975,465,1045
72e86196-dd16-4d1a-8285-26057e0aea6a/0019,420,967,457,1021
72e86196-dd16-4d1a-8285-26057e0aea6a/0009,417,890,454,943
72e86196-dd16-4d1a-8285-26057e0aea6a/0005,421,883,457,926
72e86196-dd16-4d1a-8285-26057e0aea6a/0061,402,456,440,529
72e86196-dd16-4d1a-8285-26057e0aea6a/0001,427,762,673,1137
72e86196-dd16-4d1a-8285-26057e0aea6a/0012,423,901,459,957
93f2afed-27f8-4c83-895e-99c0fe590819/0027,332,812,632,1124
93f2afed-27f8-4c83-895e-99c0fe590819/0021,340,809,632,1119
93f2afed-27f8-4c83-895e-99c0fe590819/0015,336,803,628,1137
93f2afed-27f8-4c83-895e-99c0fe590819/0003,419,1435,446,1478
93f2afed-27f8-4c83-895e-99c0fe590819/0032,420,583,460,637
93f2afed-27f8-4c83-895e-99c0fe590819/0046,408,330,602,726
93f2afed-27f8-4c83-895e-99c0fe590819/0049,407,740,441,829
93f2afed-27f8-4c83-895e-99c0fe590819/0052,406,591,448,682
93f2afed-27f8-4c83-895e-99c0fe590819/0040,418,871,456,917
93f2afed-27f8-4c83-895e-99c0fe590819/0057,367,0,414,78
93f2afed-27f8-4c83-895e-99c0fe590819/0039,423,887,457,928
93f2afed-27f8-4c83-895e-99c0fe590819/0025,336,812,631,1121
93f2afed-27f8-4c83-895e-99c0fe590819/0028,333,808,637,1128
93f2afed-27f8-4c83-895e-99c0fe590819/0022,341,810,630,1118
93f2afed-27f8-4c83-895e-99c0fe590819/0031,464,327,503,394
93f2afed-27f8-4c83-895e-99c0fe590819/0008,344,818,631,1130
93f2afed-27f8-4c83-895e-99c0fe590819/0004,340,800,627,1147
93f2afed-27f8-4c83-895e-99c0fe590819/0051,409,639,441,725
93f2afed-27f8-4c83-895e-99c0fe590819/0041,414,858,456,910
93f2afed-27f8-4c83-895e-99c0fe590819/0007,343,801,628,1138
93f2afed-27f8-4c83-895e-99c0fe590819/0038,392,848,417,885
93f2afed-27f8-4c83-895e-99c0fe590819/0037,409,860,442,893
93f2afed-27f8-4c83-895e-99c0fe590819/0054,412,407,451,509
93f2afed-27f8-4c83-895e-99c0fe590819/0056,380,125,433,264
93f2afed-27f8-4c83-895e-99c0fe590819/0002,423,1240,452,1279
93f2afed-27f8-4c83-895e-99c0fe590819/0013,338,815,632,1127
93f2afed-27f8-4c83-895e-99c0fe590819/0034,439,700,475,749
93f2afed-27f8-4c83-895e-99c0fe590819/0026,331,809,635,1127
93f2afed-27f8-4c83-895e-99c0fe590819/0047,402,821,441,891
93f2afed-27f8-4c83-895e-99c0fe590819/0017,335,798,629,1141
93f2afed-27f8-4c83-895e-99c0fe590819/0033,439,627,475,666
93f2afed-27f8-4c83-895e-99c0fe590819/0030,402,300,439,369
93f2afed-27f8-4c83-895e-99c0fe590819/0000,0,0,0,0
93f2afed-27f8-4c83-895e-99c0fe590819/0036,442,745,466,792
93f2afed-27f8-4c83-895e-99c0fe590819/0042,423,839,471,903
93f2afed-27f8-4c83-895e-99c0fe590819/0014,407,681,439,740
93f2afed-27f8-4c83-895e-99c0fe590819/0045,363,647,506,817
93f2afed-27f8-4c83-895e-99c0fe590819/0044,414,750,501,859
93f2afed-27f8-4c83-895e-99c0fe590819/0043,422,811,472,886
93f2afed-27f8-4c83-895e-99c0fe590819/0048,415,789,442,850
93f2afed-27f8-4c83-895e-99c0fe590819/0011,344,817,631,1132
93f2afed-27f8-4c83-895e-99c0fe590819/0023,337,805,637,1124
93f2afed-27f8-4c83-895e-99c0fe590819/0006,336,819,631,1145
93f2afed-27f8-4c83-895e-99c0fe590819/0010,340,802,629,1140
93f2afed-27f8-4c83-895e-99c0fe590819/0029,325,798,634,1121
93f2afed-27f8-4c83-895e-99c0fe590819/0053,412,495,463,599
93f2afed-27f8-4c83-895e-99c0fe590819/0055,413,301,454,401
93f2afed-27f8-4c83-895e-99c0fe590819/0035,429,619,487,713
93f2afed-27f8-4c83-895e-99c0fe590819/0016,335,797,626,1140
93f2afed-27f8-4c83-895e-99c0fe590819/0018,338,816,629,1122
93f2afed-27f8-4c83-895e-99c0fe590819/0050,408,693,447,787
93f2afed-27f8-4c83-895e-99c0fe590819/0020,343,811,625,1118
93f2afed-27f8-4c83-895e-99c0fe590819/0024,340,796,623,1132
93f2afed-27f8-4c83-895e-99c0fe590819/0019,403,623,434,660
93f2afed-27f8-4c83-895e-99c0fe590819/0009,342,800,627,1137
93f2afed-27f8-4c83-895e-99c0fe590819/0005,339,827,622,1146
93f2afed-27f8-4c83-895e-99c0fe590819/0001,433,1324,466,1347
93f2afed-27f8-4c83-895e-99c0fe590819/0012,339,800,626,1143
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0070,363,0,698,506
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0027,514,0,638,56
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0021,408,1078,472,1194
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0015,421,1598,470,1661
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0104,340,1331,529,1914
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0065,236,0,839,314
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0003,395,1022,459,1095
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0096,351,495,550,775
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0032,403,61,515,412
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0091,440,926,483,991
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0046,480,0,572,204
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0049,431,0,586,182
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0052,405,650,451,712
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0101,349,1457,395,1519
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0063,384,0,611,109
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0040,414,1016,435,1062
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0107,425,1086,499,1185
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0083,354,1324,451,1475
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0079,321,665,349,706
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0108,404,975,465,1068
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0057,430,287,534,388
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0074,307,591,342,626
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0039,328,514,523,755
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0025,413,1173,455,1229
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0071,560,0,711,69
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0028,252,198,628,734
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0022,409,1189,447,1256
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0031,389,0,490,229
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0080,351,1154,416,1300
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0008,392,606,439,748
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0077,312,625,346,671
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0059,395,1734,427,1769
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0087,418,1213,459,1305
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0004,429,1508,479,1601
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0051,407,635,450,689
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0086,362,1571,519,1805
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0069,605,1618,636,1660
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0102,354,279,597,756
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0041,0,0,0,0
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0007,347,138,407,256
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0068,450,550,537,660
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0038,371,609,502,775
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0067,469,558,537,658
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0037,484,1384,515,1472
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0064,348,364,601,813
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0073,324,670,352,719
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0054,467,1403,492,1481
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0056,462,1410,489,1479
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0002,404,1006,458,1077
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0095,394,733,506,858
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0013,311,49,605,714
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0034,400,188,614,529
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0026,325,132,660,719
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0076,305,613,349,656
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0047,429,0,542,239
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0017,425,1227,455,1254
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0058,449,816,486,865
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0033,394,206,552,511
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0078,413,1186,446,1235
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0075,321,604,347,643
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0093,411,837,499,940
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0030,301,0,790,1914
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0000,404,970,468,1046
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0036,430,7,489,114
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0042,413,905,455,960
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0014,446,1857,481,1905
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0090,444,984,481,1048
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0062,382,265,511,349
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0045,545,4,619,76
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0098,571,1512,608,1551
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0066,482,546,531,644
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0044,476,733,501,795
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0072,353,685,387,776
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0043,434,772,467,825
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0099,394,1304,456,1406
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0048,452,213,561,281
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0084,347,1349,470,1535
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0011,394,726,498,932
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0023,400,909,495,1063
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0097,352,0,749,233
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0092,413,883,487,960
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0088,457,1408,499,1512
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0006,459,719,564,883
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0082,347,1243,431,1402
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0010,404,739,492,881
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0106,431,1170,491,1260
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0060,375,1746,413,1808
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0081,439,1289,463,1325
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0029,74,0,710,227
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0053,403,625,476,716
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0055,414,534,449,596
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0105,0,0,0,0
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0035,321,0,798,1914
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0016,0,0,0,0
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0018,0,0,0,0
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0094,406,794,507,918
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0050,409,580,440,626
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0020,409,1134,460,1260
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0024,395,802,512,992
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0019,404,1200,453,1295
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0009,447,531,484,569
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0100,409,1122,483,1242
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0103,326,800,475,1256
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0085,370,957,410,1022
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0005,575,1732,617,1817
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0061,440,40,473,99
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0001,404,987,468,1064
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0089,512,1623,568,1754
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0012,384,577,522,889
0426de18-2865-4d4b-84e7-eac2f041e5c3/0027,445,684,485,739
0426de18-2865-4d4b-84e7-eac2f041e5c3/0021,413,1282,446,1317
0426de18-2865-4d4b-84e7-eac2f041e5c3/0015,391,436,498,574
0426de18-2865-4d4b-84e7-eac2f041e5c3/0003,430,1234,466,1296
0426de18-2865-4d4b-84e7-eac2f041e5c3/0032,477,475,521,523
0426de18-2865-4d4b-84e7-eac2f041e5c3/0046,421,821,453,859
0426de18-2865-4d4b-84e7-eac2f041e5c3/0049,425,794,463,845
0426de18-2865-4d4b-84e7-eac2f041e5c3/0052,287,1187,361,1332
0426de18-2865-4d4b-84e7-eac2f041e5c3/0063,259,863,711,1364
0426de18-2865-4d4b-84e7-eac2f041e5c3/0040,381,1125,425,1222
0426de18-2865-4d4b-84e7-eac2f041e5c3/0057,274,0,739,287
0426de18-2865-4d4b-84e7-eac2f041e5c3/0039,393,849,431,883
0426de18-2865-4d4b-84e7-eac2f041e5c3/0025,446,706,480,761
0426de18-2865-4d4b-84e7-eac2f041e5c3/0028,446,693,492,767
0426de18-2865-4d4b-84e7-eac2f041e5c3/0022,464,297,497,368
0426de18-2865-4d4b-84e7-eac2f041e5c3/0031,460,581,501,661
0426de18-2865-4d4b-84e7-eac2f041e5c3/0008,443,310,499,470
0426de18-2865-4d4b-84e7-eac2f041e5c3/0059,268,735,629,1068
0426de18-2865-4d4b-84e7-eac2f041e5c3/0004,393,1101,440,1178
0426de18-2865-4d4b-84e7-eac2f041e5c3/0051,305,1379,381,1518
0426de18-2865-4d4b-84e7-eac2f041e5c3/0041,419,839,458,878
0426de18-2865-4d4b-84e7-eac2f041e5c3/0007,447,307,502,457
0426de18-2865-4d4b-84e7-eac2f041e5c3/0038,362,1124,392,1200
0426de18-2865-4d4b-84e7-eac2f041e5c3/0037,389,1117,423,1191
0426de18-2865-4d4b-84e7-eac2f041e5c3/0064,257,853,721,1371
0426de18-2865-4d4b-84e7-eac2f041e5c3/0054,283,660,687,1684
0426de18-2865-4d4b-84e7-eac2f041e5c3/0056,233,13,769,486
0426de18-2865-4d4b-84e7-eac2f041e5c3/0002,438,1367,477,1419
0426de18-2865-4d4b-84e7-eac2f041e5c3/0013,398,363,495,500
0426de18-2865-4d4b-84e7-eac2f041e5c3/0034,388,543,469,589
0426de18-2865-4d4b-84e7-eac2f041e5c3/0026,445,662,481,727
0426de18-2865-4d4b-84e7-eac2f041e5c3/0047,423,813,454,850
0426de18-2865-4d4b-84e7-eac2f041e5c3/0017,385,483,502,617
0426de18-2865-4d4b-84e7-eac2f041e5c3/0058,466,883,519,991
0426de18-2865-4d4b-84e7-eac2f041e5c3/0033,422,378,518,480
0426de18-2865-4d4b-84e7-eac2f041e5c3/0030,459,621,521,757
0426de18-2865-4d4b-84e7-eac2f041e5c3/0000,483,1845,527,1914
0426de18-2865-4d4b-84e7-eac2f041e5c3/0036,430,1482,504,1718
0426de18-2865-4d4b-84e7-eac2f041e5c3/0042,420,840,460,877
0426de18-2865-4d4b-84e7-eac2f041e5c3/0014,427,582,456,615
0426de18-2865-4d4b-84e7-eac2f041e5c3/0062,253,866,705,1354
0426de18-2865-4d4b-84e7-eac2f041e5c3/0045,424,828,460,876
0426de18-2865-4d4b-84e7-eac2f041e5c3/0044,423,835,458,878
0426de18-2865-4d4b-84e7-eac2f041e5c3/0043,389,1138,433,1243
0426de18-2865-4d4b-84e7-eac2f041e5c3/0048,426,789,465,842
0426de18-2865-4d4b-84e7-eac2f041e5c3/0011,413,278,444,326
0426de18-2865-4d4b-84e7-eac2f041e5c3/0023,490,102,527,186
0426de18-2865-4d4b-84e7-eac2f041e5c3/0006,448,300,509,457
0426de18-2865-4d4b-84e7-eac2f041e5c3/0010,450,44,519,262
0426de18-2865-4d4b-84e7-eac2f041e5c3/0060,601,847,644,907
0426de18-2865-4d4b-84e7-eac2f041e5c3/0029,446,667,507,778
0426de18-2865-4d4b-84e7-eac2f041e5c3/0053,306,895,376,976
0426de18-2865-4d4b-84e7-eac2f041e5c3/0055,351,102,669,430
